z_m,Z_alpha_1e-05,Z_alpha_0.01
2.850000000000e-02,1.534250186099e+06,6.688807726849e+05
2.900000000000e-02,1.534250186099e+06,6.688807726849e+05
2.950000000000e-02,1.534250186099e+06,6.688807726849e+05
3.000000000000e-02,1.534250186099e+06,6.688807726849e+05
3.050000000000e-02,1.534250186099e+06,6.688807726849e+05
3.100000000000e-02,1.534250186099e+06,6.688807726849e+05
3.150000000000e-02,1.534250186099e+06,6.688807726849e+05
3.200000000000e-02,1.534250186099e+06,6.688807726849e+05
3.250000000000e-02,1.534250186099e+06,6.688807726849e+05
3.300000000000e-02,1.534250186099e+06,6.688807726849e+05
3.350000000000e-02,1.534250186099e+06,6.688807726849e+05
3.400000000000e-02,1.534250186099e+06,6.688807726849e+05
3.450000000000e-02,1.534250186099e+06,6.688807726849e+05
3.500000000000e-02,1.534250186099e+06,6.688807726849e+05
3.550000000000e-02,1.534250186099e+06,6.688807726849e+05
3.600000000000e-02,1.534250186099e+06,6.688807726849e+05
3.650000000000e-02,1.534250186099e+06,6.688807726849e+05
3.700000000000e-02,1.534250186099e+06,6.688807726849e+05
3.750000000000e-02,1.534250186099e+06,6.688807726849e+05
3.800000000000e-02,1.534250186099e+06,6.688807726849e+05
3.850000000000e-02,1.534250186099e+06,6.688807726849e+05
3.900000000000e-02,1.534250186099e+06,6.688807726849e+05
3.950000000000e-02,1.534250186099e+06,6.688807726849e+05
4.000000000000e-02,1.534250186099e+06,6.688807726849e+05
4.050000000000e-02,1.534250186099e+06,6.688807726849e+05
4.100000000000e-02,1.534250186099e+06,6.688807726849e+05
4.150000000000e-02,1.534250186099e+06,6.688807726849e+05
4.200000000000e-02,1.534250186099e+06,6.688807726849e+05
4.250000000000e-02,1.534250186099e+06,6.688807726849e+05
4.300000000000e-02,1.534250186099e+06,6.688807726849e+05
4.350000000000e-02,1.534250186099e+06,6.688807726849e+05
4.400000000000e-02,1.534250186099e+06,6.688807726849e+05
4.450000000000e-02,1.534250186099e+06,6.688807726849e+05
4.500000000000e-02,1.534250186099e+06,6.688807726849e+05
4.550000000000e-02,1.534250186099e+06,6.688807726849e+05
4.600000000000e-02,1.534250186099e+06,6.688807726849e+05
4.650000000000e-02,1.534250186099e+06,6.688807726849e+05
4.700000000000e-02,1.534250186099e+06,6.688807726849e+05
4.750000000000e-02,1.534250186099e+06,6.688807726849e+05
4.800000000000e-02,1.534250186099e+06,6.688807726849e+05
4.850000000000e-02,1.534250186099e+06,6.688807726849e+05
4.900000000000e-02,1.534250186099e+06,6.688807726849e+05
4.950000000000e-02,1.534250186099e+06,6.688807726849e+05
5.000000000000e-02,1.534250186099e+06,6.688807726849e+05
5.050000000000e-02,1.534250186099e+06,6.688807726849e+05
5.100000000000e-02,1.534250186099e+06,6.688807726849e+05
5.150000000000e-02,1.534250186099e+06,6.688807726849e+05
5.200000000000e-02,1.534250186099e+06,6.688807726849e+05
5.250000000000e-02,1.534250186099e+06,6.688807726849e+05
5.300000000000e-02,1.534250186099e+06,6.688807726849e+05
5.350000000000e-02,1.534250186099e+06,6.688807726849e+05
5.400000000000e-02,1.534250186099e+06,6.688807726849e+05
5.450000000000e-02,1.534250186099e+06,6.688807726849e+05
5.500000000000e-02,1.534250186099e+06,6.688807726849e+05
5.550000000000e-02,1.534250186099e+06,6.688807726849e+05
5.600000000000e-02,1.534250186099e+06,6.688807726849e+05
5.650000000000e-02,1.534250186099e+06,6.688807726849e+05
5.700000000000e-02,1.534250186099e+06,6.688807726849e+05
5.750000000000e-02,1.534250186099e+06,6.688807726849e+05
5.800000000000e-02,1.534250186099e+06,6.688807726849e+05
5.850000000000e-02,1.534250186099e+06,6.688807726849e+05
5.900000000000e-02,1.534250186099e+06,6.688807726849e+05
5.950000000000e-02,1.534250186099e+06,6.688807726849e+05
6.000000000000e-02,1.534250186099e+06,6.688807726849e+05
6.050000000000e-02,1.534250186099e+06,6.688807726849e+05
6.100000000000e-02,1.534250186099e+06,6.688807726849e+05
6.150000000000e-02,1.534250186099e+06,6.688807726849e+05
6.200000000000e-02,1.534250186099e+06,6.688807726849e+05
6.250000000000e-02,1.534250186099e+06,6.688807726849e+05
6.300000000000e-02,1.534250186099e+06,6.688807726849e+05
6.350000000000e-02,1.534250186099e+06,6.688807726849e+05
6.400000000000e-02,1.534250186099e+06,6.688807726849e+05
6.450000000000e-02,1.534250186099e+06,6.688807726849e+05
6.500000000000e-02,1.534250186099e+06,6.688807726849e+05
6.550000000000e-02,1.534250186099e+06,6.688807726849e+05
6.600000000000e-02,1.534250186099e+06,6.688807726849e+05
6.650000000000e-02,1.534250186099e+06,6.688807726849e+05
6.700000000000e-02,1.534250186099e+06,6.688807726849e+05
6.750000000000e-02,1.534250186099e+06,6.688807726849e+05
6.800000000000e-02,1.534250186099e+06,6.688807726849e+05
6.850000000000e-02,1.534250186099e+06,6.688807726849e+05
6.900000000000e-02,1.534250186099e+06,6.688807726849e+05
6.950000000000e-02,1.534250186099e+06,6.688807726849e+05
7.000000000000e-02,1.534250186099e+06,6.688807726849e+05
7.050000000000e-02,1.534250186099e+06,6.688807726849e+05
7.100000000000e-02,1.534250186099e+06,6.688807726849e+05
7.150000000000e-02,1.534250186099e+06,6.688807726849e+05
7.200000000000e-02,1.534250186099e+06,6.688807726849e+05
7.250000000000e-02,1.534250186099e+06,6.688807726849e+05
7.300000000000e-02,1.534250186099e+06,6.688807726849e+05
7.350000000000e-02,1.534250186099e+06,6.688807726849e+05
7.400000000000e-02,1.534250186099e+06,6.688807726849e+05
7.450000000000e-02,1.534250186099e+06,6.688807726849e+05
7.500000000000e-02,1.534250186099e+06,6.688807726849e+05
7.550000000000e-02,1.534250186099e+06,6.688807726849e+05
7.600000000000e-02,1.534250186099e+06,6.688807726849e+05
7.650000000000e-02,1.534250186099e+06,6.688807726849e+05
7.700000000000e-02,1.534250186099e+06,6.688807726849e+05
7.750000000000e-02,1.534250186099e+06,6.688807726849e+05
7.800000000000e-02,1.534250186099e+06,6.688807726849e+05
7.850000000000e-02,1.534250186099e+06,6.688807726849e+05
7.900000000000e-02,1.534250186099e+06,6.688807726849e+05
7.950000000000e-02,1.534250186099e+06,6.688807726849e+05
8.000000000000e-02,1.534250186099e+06,6.688807726849e+05
8.050000000000e-02,1.534250186099e+06,6.688807726849e+05
8.100000000000e-02,1.534250186099e+06,6.688807726849e+05
8.150000000000e-02,1.534250186099e+06,6.688807726849e+05
8.200000000000e-02,1.534250186099e+06,6.688807726849e+05
8.250000000000e-02,1.534250186099e+06,6.688807726849e+05
